n_components,Metric,Mean,Std
5,Reconstruction MSE,1.0029589411877264,0.027664529873101466
10,Reconstruction MSE,0.8401967748943345,0.02225483544705987
25,Reconstruction MSE,0.7265731925096854,0.01904192727967849
50,Reconstruction MSE,0.661860848149756,0.01760113340417425
