n_components,Metric,Method A,Method B,Mean A,Mean B,t-statistic,p-value,Cohen's d,p-value (Holm-adjusted),Significant (α=0.05)
10,Macro ROC AUC,PCA,SRP,0.9999696538578684,0.9483239885936194,26.800839860130623,2.1321614574438621e-19,7.580422242637233,7.249348955309131e-18,True
10,Macro ROC AUC,PCA,KPCA (RBF),0.9999696538578684,0.9997260293055086,3.7128191019064554,0.0010201830993698136,1.050143825710801,0.01122201409306795,True
10,Macro ROC AUC,PCA,KPCA (Polynomial),0.9999696538578684,0.999928489768848,1.4178581515444733,0.1662373271869133,0.40103084548708823,0.35528822826725015,False
10,Macro ROC AUC,GRP,SRP,0.952607274773144,0.9483239885936194,1.5949972958756105,0.11728270120974364,0.4511333615551401,0.35528822826725015,False
10,Macro ROC AUC,GRP,KPCA (RBF),0.952607274773144,0.9997260293055086,-25.176840874233907,8.506365099362003e-19,-7.121085964410176,2.4684004766483257e-17,True
10,Macro ROC AUC,GRP,KPCA (Polynomial),0.952607274773144,0.999928489768848,-25.297529030299785,8.058046776415181e-19,-7.155221729835408,2.4684004766483257e-17,True
10,Macro ROC AUC,SRP,KPCA (RBF),0.9483239885936194,0.9997260293055086,-26.65973763144765,2.2569003706476257e-19,-7.5405125055403275,7.249348955309131e-18,True
10,Macro ROC AUC,SRP,KPCA (Polynomial),0.9483239885936194,0.999928489768848,-26.777217993206747,2.1543840330825153e-19,-7.5737409697227704,7.249348955309131e-18,True
10,Macro ROC AUC,KPCA (RBF),KPCA (Polynomial),0.9997260293055086,0.999928489768848,-2.8827361399775664,0.006973734667983979,-0.8153609091798678,0.04881614267588785,True
25,Macro ROC AUC,PCA,GRP,0.9999885206125292,0.9802288802846162,11.887666315691801,1.517070304477697e-11,3.3623397857234294,3.6409687307464727e-10,True
25,Macro ROC AUC,PCA,SRP,0.9999885206125292,0.976137499298278,18.789962782885183,7.330762551198503e-16,5.314604040808386,1.979305888823596e-14,True
25,Macro ROC AUC,PCA,KPCA (RBF),0.9999885206125292,0.9998113431644474,3.472709780615495,0.0018604933079118336,0.9822306539864256,0.018604933079118334,True
25,Macro ROC AUC,PCA,KPCA (Polynomial),0.9999885206125292,0.9999757434007364,0.9183264519310305,0.36329619434532423,0.2597419446013655,0.36329619434532423,False
25,Macro ROC AUC,GRP,SRP,0.9802288802846162,0.976137499298278,1.9562784272881955,0.056671743014131075,0.553319096729775,0.3002086118981706,False
25,Macro ROC AUC,GRP,KPCA (RBF),0.9802288802846162,0.9998113431644474,-11.775842668662523,1.8009692843431598e-11,-3.3307112820788642,3.962132425554952e-10,True
25,Macro ROC AUC,GRP,KPCA (Polynomial),0.9802288802846162,0.9999757434007364,-11.879880736849971,1.5370517314330968e-11,-3.360137691485621,3.6409687307464727e-10,True
25,Macro ROC AUC,SRP,KPCA (RBF),0.976137499298278,0.9998113431644474,-18.636187307138385,8.246964600128732e-16,-5.271109768136087,2.061741150032183e-14,True
25,Macro ROC AUC,SRP,KPCA (Polynomial),0.976137499298278,0.9999757434007364,-18.77962945788921,7.412786324883663e-16,-5.311681335137643,1.979305888823596e-14,True
25,Macro ROC AUC,KPCA (RBF),KPCA (Polynomial),0.9998113431644474,0.9999757434007364,-3.1942471423224066,0.0036257080660183354,-0.90346952604877,0.029005664528146683,True
50,Macro ROC AUC,PCA,GRP,1.0,0.9980748860372988,8.841928380709124,5.1358328896933975e-09,2.5008750067060843,1.0271665779386795e-07,True
50,Macro ROC AUC,PCA,SRP,1.0,0.9941160973497992,8.546386654584891,9.610698978918547e-09,2.4172831832396757,1.7299258162053386e-07,True
50,Macro ROC AUC,PCA,KPCA (RBF),1.0,0.9998243477167464,3.883159302152484,0.0007075156836918317,1.0983233099918572,0.00849018820430198,True
50,Macro ROC AUC,PCA,KPCA (Polynomial),1.0,0.9999835283528352,2.0635592605157336,0.050034768649695104,0.583662698596389,0.3002086118981706,False
50,Macro ROC AUC,GRP,SRP,0.9980748860372988,0.9941160973497992,5.482525072364082,6.824216102031952e-06,1.550692262677564,8.871480932641538e-05,True
50,Macro ROC AUC,GRP,KPCA (RBF),0.9980748860372988,0.9998243477167464,-7.867174039390133,2.3738235936848343e-08,-2.2251728448110106,3.5607353905272517e-07,True
50,Macro ROC AUC,GRP,KPCA (Polynomial),0.9980748860372988,0.9999835283528352,-8.760389829160632,5.961391966147908e-09,-2.4778124216148574,1.1326644735681024e-07,True
50,Macro ROC AUC,SRP,KPCA (RBF),0.9941160973497992,0.9998243477167464,-8.273412685780817,1.621721009821597e-08,-2.3400744854681697,2.5947536157145554e-07,True
50,Macro ROC AUC,SRP,KPCA (Polynomial),0.9941160973497992,0.9999835283528352,-8.52188878592345,1.0106422802545748e-08,-2.410354139617627,1.7299258162053386e-07,True
50,Macro ROC AUC,KPCA (RBF),KPCA (Polynomial),0.9998243477167464,0.9999835283528352,-3.4654773320025734,0.0018878061115411874,-0.9801850086029137,0.018604933079118334,True
