Principal Component,Explained Variance Ratio,Cumulative Explained Variance
667,0.0001848464341233591,0.9803300287672457
668,0.00018350229816437524,0.9805135310654101
669,0.0001833051156388252,0.9806968361810489
670,0.00018236054326232535,0.9808791967243112
671,0.00018177409101549798,0.9810609708153267
672,0.00018085259376088308,0.9812418234090876
673,0.00018057188924336365,0.981422395298331
674,0.00018022776961539776,0.9816026230679463
675,0.0001795674979912464,0.9817821905659375
676,0.00017910632981677998,0.9819612968957543
677,0.0001788634235849205,0.9821401603193393
678,0.00017834272530769805,0.982318503044647
679,0.0001776691048081429,0.9824961721494551
680,0.0001776037332528636,0.9826737758827079
681,0.00017639429016624508,0.9828501701728741
682,0.00017631277908998144,0.9830264829519642
683,0.00017538897363056791,0.9832018719255947
684,0.00017501778810251383,0.9833768897136972
685,0.0001743484457405829,0.9835512381594378
686,0.00017360675958643827,0.9837248449190242
687,0.00017308090897666804,0.983897925828001
688,0.00017295282291941995,0.9840708786509204
689,0.00017237099900267356,0.984243249649923
690,0.0001720353992700328,0.9844152850491931
691,0.0001713551827923029,0.9845866402319854
692,0.00017103708082134923,0.9847576773128067
693,0.00017058263359386803,0.9849282599464005
694,0.00017028374056718526,0.9850985436869677
695,0.0001695125111360994,0.9852680561981038
696,0.00016929427566726092,0.985437350473771
697,0.00016887693428633947,0.9856062274080574
698,0.0001683596988770855,0.9857745871069344
699,0.00016754182709042255,0.9859421289340249
700,0.00016699186488859633,0.9861091207989134
701,0.0001668919375680723,0.9862760127364815
702,0.0001667477140701549,0.9864427604505516
703,0.00016562711719031025,0.9866083875677418
704,0.00016533565318285688,0.9867737232209247
705,0.0001649038757458295,0.9869386270966706
706,0.00016389680136163841,0.9871025238980322
707,0.00016378454309680978,0.9872663084411291
708,0.00016339237625215432,0.9874297008173812
709,0.00016283416255776826,0.987592534979939
710,0.0001626132612736626,0.9877551482412127
711,0.00016174058556582305,0.9879168888267785
712,0.0001615843336086714,0.9880784731603872
713,0.0001610815672363202,0.9882395547276235
714,0.0001604881499302772,0.9884000428775538
715,0.0001601902666641297,0.9885602331442179
716,0.00015938193198763512,0.9887196150762055
717,0.0001588730119226296,0.9888784880881282
718,0.00015851754251056403,0.9890370056306388
719,0.0001577554048609217,0.9891947610354997
720,0.00015697918721861514,0.9893517402227183
721,0.00015638086176988743,0.9895081210844882
722,0.00015603665180642879,0.9896641577362946
723,0.00015553710844209038,0.9898196948447366
724,0.0001549545890404662,0.9899746494337771
725,0.0001544761815803854,0.9901291256153575
726,0.0001540471736773601,0.9902831727890349
727,0.0001536375934550105,0.9904368103824899
728,0.00015321143322059012,0.9905900218157104
729,0.00015262950460767774,0.9907426513203181
730,0.00015243820662128328,0.9908950895269394
731,0.0001514488707984986,0.9910465383977379
732,0.00015105315691623774,0.9911975915546541
733,0.00015073370910743565,0.9913483252637616
734,0.00015048115534167062,0.9914988064191033
735,0.00014957351377065166,0.9916483799328739
736,0.0001488419066333093,0.9917972218395072
737,0.0001483921313367496,0.991945613970844
738,0.00014814842777569967,0.9920937623986197
739,0.00014737961979896606,0.9922411420184186
740,0.0001469204012849116,0.9923880624197036
741,0.00014663960263648556,0.9925347020223401
742,0.0001460855823934327,0.9926807876047335
743,0.00014530308897254404,0.9928260906937061
744,0.0001448796102697397,0.9929709703039759
745,0.00014453607063315247,0.993115506374609
746,0.00014347244583315364,0.9932589788204421
747,0.00014328010995417128,0.9934022589303962
748,0.00014271285461219484,0.9935449717850084
749,0.0001415767018346041,0.993686548486843
750,0.0001414049290052588,0.9938279534158483
751,0.00014086372486875673,0.993968817140717
752,0.000140495591745729,0.9941093127324628
753,0.00013902885940305886,0.9942483415918659
754,0.00013837409919574493,0.9943867156910616
755,0.00013814996712421823,0.9945248656581859
756,0.00013802007388961956,0.9946628857320755
757,0.00013718557815584615,0.9948000713102314
758,0.0001363822754298008,0.9949364535856612
759,0.00013633695363181203,0.995072790539293
760,0.0001353062156212547,0.9952080967549143
761,0.00013447998953729006,0.9953425767444516
762,0.00013403545877329216,0.9954766122032249
763,0.00013351133592868158,0.9956101235391536
764,0.00013274697257004036,0.9957428705117236
765,0.00013203340254205442,0.9958749039142657
766,0.00013100036030725957,0.9960059042745729
767,0.00013098801253879136,0.9961368922871117
768,0.00013005886844816061,0.9962669511555599
769,0.00012920395796025075,0.9963961551135201
770,0.00012836791618650898,0.9965245230297066
771,0.00012814680704875144,0.9966526698367554
772,0.00012749701716142925,0.9967801668539168
773,0.00012709676930536666,0.9969072636232221
774,0.00012506554602795093,0.9970323291692501
775,0.000124462374496559,0.9971567915437467
776,0.00012427648770713158,0.9972810680314539
777,0.00012356481918960094,0.9974046328506435
778,0.0001229184467555775,0.9975275512973991
779,0.00012269059699711112,0.9976502418943962
780,0.00012246525086637817,0.9977727071452626
781,0.00012100751217040906,0.9978937146574329
782,0.00012033318877341743,0.9980140478462064
783,0.00011969643326457072,0.998133744279471
784,0.0001190696815101339,0.9982528139609811
785,0.00011752310848016481,0.9983703370694612
786,0.00011602171999625235,0.9984863587894575
787,0.00011539942454795797,0.9986017582140054
788,0.00011494463320970005,0.9987167028472151
789,0.00011305318326367171,0.9988297560304789
790,0.0001125025712239665,0.9989422586017028
791,0.00011172714630943163,0.9990539857480123
792,0.00011104464150704245,0.9991650303895193
793,0.00010898349630391529,0.9992740138858233
794,0.00010859689572998483,0.9993826107815532
795,0.00010768867920533624,0.9994902994607585
796,0.00010581763671891378,0.9995961170974774
797,0.00010451962707596293,0.9997006367245533
798,0.00010385655092882397,0.9998044932754822
799,9.841691109984618e-05,0.999902910186582
800,9.708981341944738e-05,1.0000000000000013
801,4.668081830260883e-34,1.0000000000000013
